RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,INTFREQ,INTFREQ_COLLAPSED,RADIO,NHISLL,RELIGCAT1,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
1698.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Poor,About the same,Suburban,Americans are divided when it comes to the most important values,Not too safe,It's not the government's job to protect people from themselves,Less crime,Don't even have enough to meet basic expenses,"Yes, someone else in household",Yes,About once a day,Daily or several times a week,No,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,4,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Northeast,Metropolitan,2.4066014193015723,1.4485162258245745
2820.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-02-24,2025-02-24,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,Some College,Yes,Democrat,,Dem/Lean Dem,Yes,Mixed Race,Hispanic,25-29,18-29,"U.S. - 50 states, District of Columbia",A woman,2,No,,"$30,000 to less than $40,000",Midwest,Metropolitan,0.4509005960677219,0.9357280083930084
11520.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-13,2025-05-13,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"Yes, someone else in household",Yes,Several times a day,Several times a day,No,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,4,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",Northeast,Metropolitan,2.4066014193015723,1.6228943969137781
1644.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-04-30,2025-04-30,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,No,No,Protestant,H.S. graduate or less,Yes,Independent,The Democratic Party,Dem/Lean Dem,Yes,White,Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",West,Metropolitan,2.4066014193015723,1.7932231739173021
533.0,Online,Spanish,Spanish,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",2025-03-02,2025-03-02,Good,Better,Urban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,H.S. graduate or less,No,Something else,Refused/Web blank,DK/Refused/No lean,Yes,Refused,Hispanic,50-54,50-64,Another country (please specify):,A man,1,No,,"Less than $30,000",West,Metropolitan,0.391565420857087,1.7543523914478938
12802.0,Online,English,English,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",2025-02-24,2025-02-24,Poor,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Catholic,College graduate+,No,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A woman,1,No,,"Less than $30,000",Northeast,Metropolitan,0.391565420857087,0.8933876810354783
15977.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-02,2025-05-02,Good,Better,Suburban,Americans are united when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,Asian or Asian-American,Asian non-Hispanic,35-39,30-49,Another country (please specify):,A man,2,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",South,Metropolitan,1.604400946201048,1.8280966231155518
7189.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-11,2025-03-11,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",South,Metropolitan,0.802200473100524,0.2670737930672933
17593.0,Paper,English,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-15,2025-05-15,Poor,About the same,Urban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,Yes,Mixed Race,Hispanic,65-69,65+,Another country (please specify):,A man,1,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",West,Metropolitan,0.1774981600916267,0.10409854589170797
11126.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-08,2025-03-08,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",West,Metropolitan,0.802200473100524,0.49541445910182175
1641.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-23,2025-05-23,Good,About the same,Rural,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A man,2,No,,"$50,000 to less than $70,000",Northeast,Non-metropolitan,1.604400946201048,3.7530125701582864
7003.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-02-25,2025-02-25,Poor,Better,Urban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Several times a week,Daily or several times a week,Yes,No,Protestant,Some College,Yes,Democrat,,Dem/Lean Dem,No,Mixed Race,Other,25-29,18-29,"U.S. - 50 states, District of Columbia",A woman,1,No,,"Less than $30,000",West,Metropolitan,0.08874908004581335,0.44875616548250735
12054.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-06-02,2025-06-02,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"Yes, self",No,Several times a day,Several times a day,Yes,Yes,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",South,Metropolitan,1.604400946201048,0.6967890342095625
7351.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-07,2025-03-07,Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Unaffiliated,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,35-39,30-49,Another country (please specify):,A woman,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",Northeast,Metropolitan,0.802200473100524,0.7617033344290483
8105.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-30,2025-05-30,Poor,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Catholic,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$100,000 to less than $125,000",West,Metropolitan,0.802200473100524,0.48665574226966557
8341.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-22,2025-03-22,Good,Better,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",Refused/Web blank,Almost constantly,Almost constantly,No,Yes,Unaffiliated,H.S. graduate or less,No,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,2,No,,"Less than $30,000",South,Metropolitan,0.802200473100524,2.0780545459020323
15215.0,Online,Spanish,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-03-25,2025-03-25,Good,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,About once a day,Daily or several times a week,No,No,Catholic,H.S. graduate or less,No,Independent,The Democratic Party,Dem/Lean Dem,Yes,Refused,Hispanic,60-64,50-64,Another country (please specify):,A man,4,No,,"$40,000 to less than $50,000",West,Metropolitan,0.5774466377384035,2.574970243103572
11677.0,Paper,Spanish,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-06,2025-05-06,Poor,Better,Urban,Americans are united when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Catholic,Refused,Yes,Democrat,,Dem/Lean Dem,Yes,White,Hispanic,80+,65+,Another country (please specify):,A woman,3,Yes,"Kamala Harris, the Democrat",Refused/Web blank,West,Metropolitan,1.154893275476807,0.6925563223019997
17186.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-11,2025-03-11,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,Yes,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",Northeast,Metropolitan,0.802200473100524,1.0024982271675056
5402.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-16,2025-05-16,Excellent,Worse,Urban,Americans are divided when it comes to the most important values,Extremely safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,Yes,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,3,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,2.4066014193015723,2.1778492035949455
8272.0,Paper,English,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-01,2025-05-01,Good,Worse,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,No,No,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,No,Asian or Asian-American,Asian non-Hispanic,65-69,65+,Another country (please specify):,A woman,3,Yes,"Kamala Harris, the Democrat","$150,000 or more",West,Metropolitan,1.154893275476807,0.5448223259851441
5899.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Good,Worse,Rural,Americans are divided when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,Several times a day,Several times a day,Yes,Yes,Catholic,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",Northeast,Non-metropolitan,0.802200473100524,0.5047633537300016
8863.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-08,2025-05-08,Good,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,Yes,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$50,000 to less than $70,000",Midwest,Metropolitan,0.802200473100524,0.3157657098223852
17450.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Don't even have enough to meet basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,H.S. graduate or less,No,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,2,No,,"$30,000 to less than $40,000",South,Metropolitan,1.604400946201048,2.2974690832520817
