RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT
60.0,Online,English,English,English,20240210,20240210,Soft Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,Increase a little,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,Muslim,Other,"No, not born-again or evangelical Christian",Seldom,Never,Very important,Seldom,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,29.0,18-29,"U.S. - 50 states, District of Columbia",A woman,Married,Some college credit but no degree,Some College,4.0,No,,"$40,000 to less than $50,000",Northeast,Middle Atlantic,Metropolitan,1.1651053515302612,1.9161835116792516
63.0,Paper,English,,,,20240306,Soft Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,About once a day,Daily or several times a week,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",Yes,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Once a week,A few times a year,Very important,Several times a day,Yes,Something else,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,54.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,Regular high school diploma or GED,H.S. graduate or less,2.0,Yes,"Joe Biden, the Democrat","$100,000 or more",Midwest,East North Central,Metropolitan,1.5534738020403482,1.6161517960703449
68.0,Paper,English,,,,20240429,Soft Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,Less crime,Restrictions on gambling are about right,"Yes, self",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Once a week,Seldom,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,74.0,65+,"U.S. - 50 states, District of Columbia",A man,Divorced,Regular high school diploma or GED,H.S. graduate or less,1.0,Yes,"Donald Trump, the Republican","$60,000 to less than $70,000",South,South Atlantic,Metropolitan,0.7767369010201741,0.7445408525258799
72.0,Online,English,English,English,20240209,20240209,Soft Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,More crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Independent,Don't know/Refused/Web blank,DK/Refused/No lean,No,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,Not selected,No,Some other Race,Other,49.0,30-49,Another country,In some other way,Divorced,Master's degree or higher,College graduate+,2.0,No,,"$70,000 to less than $80,000",Northeast,New England,Metropolitan,0.7767369010201741,0.6057320916124422
75.0,Online,English,English,English,20240208,20240208,Soft Launch,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",Poor,About the same,Urban,Americans are divided when it comes to the most important values,Very safe,Increase a little,Less crime,Restrictions on gambling are about right,"Yes, self",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,Once a week,Somewhat important,A few times a week,No,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,43.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,Some college credit but no degree,Some College,2.0,No,,"$80,000 to less than $90,000",Northeast,Middle Atlantic,Metropolitan,0.8669544178160234,1.3040510805301433
79.0,Online,English,English,English,20240217,20240217,Soft Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Urban,Americans are divided when it comes to the most important values,Very safe,Decrease a lot,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Never,Never,Not too important,Seldom,Yes,Democrat,,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,36.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Joe Biden, the Democrat","$40,000 to less than $50,000",South,West South Central,Metropolitan,0.7767369010201741,0.7823881404931047
80.0,Paper,English,,,,20240429,Soft Launch,"4 = 75%+ Black non-Hispanic, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Stay about the same,No difference,Restrictions on gambling are about right,"Yes, someone else in household",No,Yes,Yes,Less often,Less often or does not use the internet,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL",Don't know/Refused/Web blank,"Yes, use this",Don't know/Refused/Web blank,Don't know/Refused/Web blank,Don't know/Refused/Web blank,Don't know/Refused/Web blank,Don't know/Refused/Web blank,Don't know/Refused/Web blank,"Yes, use this",Don't know/Refused/Web blank,Don't know/Refused/Web blank,Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,More than once a week,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,No,Not selected,Not selected,Not selected,Selected,Not selected,Not selected,Not selected,No,Some other Race,Other,85.0,65+,"U.S. - 50 states, District of Columbia",A woman,Widowed,Some college credit but no degree,Some College,1.0,Yes,"Joe Biden, the Democrat","Less than $30,000",South,South Atlantic,Metropolitan,0.9260516426129688,0.4947668230914985
85.0,Paper,English,English,,,20240528,Soft Launch,"9 = Remaining CBG, 65%+ HS or less",Only fair,Better,Rural,Americans are united when it comes to the most important values,Somewhat safe,Increase a little,Less crime,Restrictions on gambling are about right,"No, nobody in household",No,No,No,,Less often or does not use the internet,,,,,,,,,,,,,,Yes,Nothing at all,Don't know/Refused/Web blank,,No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,Never,Somewhat important,Seldom,No,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,61.0,50-64,"U.S. - 50 states, District of Columbia",A man,Never married,Regular high school diploma or GED,H.S. graduate or less,1.0,No,,"Less than $30,000",South,West South Central,Non-metropolitan,0.8924267690407158,2.351342619620053
87.0,Paper,English,,,,20240425,Soft Launch,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",Poor,Worse,Rural,Americans are divided when it comes to the most important values,Not too safe,Increase a lot,Less crime,There should be FEWER restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,Seldom,Not at all important,Several times a day,No,Independent,The Democratic Party,Dem/Lean Dem,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,Not selected,No,Some other Race,Hispanic,45.0,30-49,"U.S. - 50 states, District of Columbia",A man,Never married,Regular high school diploma or GED,H.S. graduate or less,2.0,No,,"Less than $30,000",West,Mountain,Metropolitan,1.733908835632047,4.857406208319696
97.0,Online,English,English,Spanish,20240318,20240318,Soft Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,No,,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Somewhat important,A few times a month,No,Independent,The Democratic Party,Dem/Lean Dem,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,Not selected,No,Some other Race,Hispanic,70.0,65+,Another country,A man,Widowed,Regular high school diploma or GED,H.S. graduate or less,1.0,No,,"Less than $30,000",West,Mountain,Metropolitan,0.06415009521675664,0.11727742560133896
98.0,Paper,English,,,,20240513,Soft Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Poor,Worse,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Decrease a lot,Less crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",A few times a year,More than once a week,Very important,Several times a day,Yes,Independent,The Republican Party,Rep/Lean Rep,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,Not selected,No,Some other Race,Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,Some college credit but no degree,Some College,4.0,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",West,Pacific,Metropolitan,0.38490057130053984,0.16619335816003722
103.0,Phone,English,English,,20240322,20240322,Soft Launch,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",Poor,About the same,Urban,Americans are divided when it comes to the most important values,Not too safe,Increase a lot,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,About once a day,Daily or several times a week,Yes,Not sure,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",A few times a year,More than once a week,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,61.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Divorced,Regular high school diploma or GED,H.S. graduate or less,1.0,Yes,"Joe Biden, the Democrat","Less than $30,000",South,West South Central,Metropolitan,0.11015029946687316,0.12428725827361413
